[40][20]
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|1|1|1|1|
|9|10|9|9|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|1|1|1|1|1|
|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|1|1|1|1|1|1|
|1|1|1|1|2|3|2|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|1|1|1|1|1|1|1|
|1|1|1|1|2|3|2|1|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|1|1|1|1|1|1|1|1|
|1|1|1|1|2|3|2|1|1|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|
|1|1|2|7|2|3|0|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|20|2|
|1|2|0|0|13|3|0|0|2|1|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
|1|2|0|0|0|3|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|4|2|2|2|2|2|2|2|2|
|1|1|2|3|2|2|2|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|1|1|1|1|2|2|2|2|1|1|
|1|1|2|3|2|1|1|1|1|1|1|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|1|1|1|1|1|1|1|1|1|2|1|
|1|1|2|3|2|1|1|1|1|1|1|2|2|5|0|0|0|0|0|0|0|0|0|0|0|0|4|2|2|1|1|1|1|1|1|1|1|1|1|1|
|1|1|2|3|2|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|
|1|1|2|3|2|2|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|1|1|1|1|2|2|2|2|2|1|1|
|1|1|2|3|2|1|2|1|1|1|1|1|1|9|2|2|0|0|0|0|0|0|2|2|0|16|1|1|1|1|1|1|1|2|1|1|1|1|2|1|
|1|2|7|3|6|2|2|2|2|2|1|1|1|2|2|0|0|0|0|0|0|0|0|2|2|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|
|2|0|0|3|0|0|0|0|6|2|1|1|2|2|0|0|0|0|0|0|0|0|0|0|2|2|1|1|1|1|1|1|1|2|2|2|2|1|1|1|
|2|14|0|3|0|0|0|0|19|2|2|1|2|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|1|1|1|1|2|2|1|1|1|1|1|
|1|2|5|3|0|0|0|0|0|2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|1|2|2|1|1|1|1|2|1|1|1|1|2|1|1|
|1|1|2|2|2|2|2|2|2|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|2|1|2|2|2|1|1|1|1|1|1|1|
