[40][20]
|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|0|27|27|2|2|27|27|0|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
|0|0|0|0|2|2|2|2|2|2|2|2|2|0|0|0|0|0|0|2|2|0|0|0|0|0|0|2|2|2|2|2|2|2|2|2|0|0|0|0|
|0|0|0|0|2|2|2|2|2|2|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|2|2|2|2|2|2|0|0|0|0|
|22|0|0|0|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|0|0|0|22|
|2|22|0|0|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|0|0|22|2|
|2|28|22|0|0|0|0|19|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|21|0|0|0|0|22|26|2|
|2|2|2|22|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|26|28|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|22|2|2|2|
|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|0|0|2|2|0|0|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
|0|2|2|2|2|2|2|0|0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|2|0|0|0|0|0|0|0|0|0|2|2|2|2|2|2|0|
|0|0|2|2|2|2|2|0|0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|2|0|0|0|0|0|0|0|0|0|2|2|2|2|2|0|0|
|0|0|0|2|27|27|2|24|24|24|24|24|24|24|24|24|2|0|0|2|2|0|0|2|24|24|24|24|24|24|24|24|24|2|27|27|2|0|0|0|
|0|0|0|2|0|0|2|2|2|2|2|2|2|2|2|2|2|0|0|2|2|0|0|2|2|2|2|2|2|2|2|2|2|2|0|0|2|0|0|0|
|0|0|0|2|0|0|701|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|702|0|0|2|0|0|0|
|22|0|0|2|0|0|0|0|0|0|0|0|0|0|0|802|0|0|0|26|28|0|0|0|801|0|0|0|0|0|0|0|0|0|0|0|2|0|0|22|
|2|22|0|2|0|0|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|0|0|2|0|22|2|
|2|2|22|2|0|0|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|0|0|2|22|2|2|
|2|2|2|2|0|0|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|0|0|2|2|2|2|
|0|2|2|28|0|0|0|0|0|704|0|0|0|0|0|0|0|906|555|2|2|506|905|0|0|0|0|0|0|0|703|0|0|0|0|0|26|2|2|0|
|0|0|2|0|0|0|803|0|0|0|0|0|803|0|0|0|0|0|0|2|2|0|0|0|0|0|0|804|0|0|0|0|0|804|0|0|0|2|0|0|
|24|24|24|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|24|24|24|
