[41][21]
|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
|1|19|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|2|2|5|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|0|0|6|5|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|0|0|0|6|5|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|0|0|0|0|6|5|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|2|0|2|2|2|2|2|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|0|703|0|0|0|0|0|0|0|2|0|0|0|0|0|0|2|0|0|8|0|0|2|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|801|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|2|0|0|0|0|0|2|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|
|1|2|2|2|2|2|2|2|2|0|2|2|2|2|2|2|2|2|0|0|0|0|0|2|2|2|2|2|2|2|2|0|0|2|2|2|2|2|2|2|1|
|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|2|0|0|900|0|0|2|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|1|
|1|802|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|2|0|0|0|0|0|2|0|0|0|0|0|0|2|2|2|0|0|0|701|0|0|0|1|
|1|2|2|2|3|0|0|0|0|0|2|0|0|0|0|0|0|2|2|2|2|2|0|2|0|0|0|0|0|0|2|0|2|2|0|0|0|0|0|0|1|
|1|0|8|0|3|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|2|2|2|2|2|2|3|1|
|1|0|0|0|3|0|0|0|4|7|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|3|1|
|1|0|0|0|3|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|3|1|
|1|0|0|0|3|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|3|2|2|2|1|
|1|0|0|0|3|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|3|0|0|21|1|
|1|0|0|0|3|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|803|0|0|0|0|3|0|0|0|1|
|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
