[20][20]
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|10|10|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|
|8|8|8|8|8|8|8|8|8|8|8|8|0|0|10|0|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|10|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|10|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|8|7|7|7|10|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|10|0|0|0|
|0|0|0|0|8|8|8|8|8|8|8|8|0|0|0|10|0|0|0|0|
|0|0|0|0|8|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|
|0|0|0|0|8|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|
|8|8|8|8|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|10|10|
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
