[40][20]
|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
|1|0|0|2|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
|1|0|0|2|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
|1|3|2|2|2|2|2|2|2|2|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|2|2|3|1|
|1|3|2|7|0|0|0|0|0|0|0|6|2|2|2|2|2|2|2|2|2|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|6|2|3|1|
|1|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|3|1|
|1|3|0|0|3|2|2|2|2|2|5|0|3|0|0|0|0|0|0|0|0|2|3|0|0|6|2|2|2|2|2|7|0|3|5|0|0|0|3|1|
|1|3|0|0|3|0|0|0|0|0|6|5|3|0|0|0|0|0|0|4|2|2|2|5|0|0|0|0|0|0|0|0|0|3|2|0|0|0|3|1|
|1|3|0|0|3|0|0|0|0|0|0|6|3|0|0|0|0|0|0|2|7|9|6|2|0|0|0|0|0|0|0|0|0|3|2|0|0|0|3|1|
|1|3|0|4|2|2|2|5|0|0|0|0|3|0|4|2|2|2|2|2|0|9|0|2|2|2|2|2|2|2|2|2|2|2|2|0|0|0|3|1|
|1|3|0|2|7|9|6|2|5|0|0|0|3|0|0|0|0|0|0|2|0|9|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|2|0|9|0|2|6|5|0|0|3|0|0|0|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|
|1|3|0|6|0|9|0|7|0|6|5|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|4|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|6|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|2|0|0|0|0|3|1|
|1|3|5|0|0|0|0|0|0|0|0|0|3|0|0|3|0|6|2|2|5|0|4|2|2|2|2|2|2|2|2|2|2|2|0|0|0|4|3|1|
|1|3|2|5|0|0|0|0|0|0|0|0|3|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|4|2|3|1|
|1|3|2|2|5|0|0|0|0|0|3|4|2|2|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|4|2|2|3|1|
|1|3|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|2|0|0|0|0|0|0|3|1|
|1|3|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|2|0|0|0|0|0|0|3|1|
|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
